,size,floor,district,metro,rooms,renovation,price,size_fuzz,floor_fuzz,metro_fuzz,rooms_fuzz,price_fuzz
2480,79,3,Оболонський,3711,2,old,19888,Large,Low,Far,Normal,Cheap
2481,56,13,Святошинський,3512,3,new,57673,Normal,High,Far,Normal,Expensive
2482,53,17,Соломянський,4035,3,classic,81057,Normal,High,Far,Normal,Expensive
2483,77,11,Голосіївський,4994,1,classic,55808,Large,Normal,Far,Few,Expensive
2484,52,13,Соломянський,3646,1,new,42991,Normal,High,Far,Few,Normal
2485,99,19,Дарницький,2542,3,old,32858,Large,High,Far,Normal,Normal
2486,34,8,Шевченківський,585,2,classic,26495,Small,Normal,Normal,Normal,Cheap
2487,80,7,Подільський,1287,1,old,80146,Large,Normal,Normal,Few,Expensive
2488,75,4,Дніпровський,3777,2,old,60989,Large,Low,Far,Normal,Expensive
2489,62,12,Подільський,4569,1,fashion,32532,Normal,Normal,Far,Few,Normal
2490,27,20,Оболонський,4966,1,old,60563,Small,High,Far,Few,Expensive
2491,41,16,Оболонський,2352,2,classic,86610,Normal,High,Normal,Normal,Expensive
2492,75,23,Шевченківський,3181,1,classic,70379,Large,High,Far,Few,Expensive
2493,70,8,Святошинський,2106,2,fashion,44108,Large,Normal,Normal,Normal,Normal
2494,37,13,Дніпровський,1925,1,new,27844,Normal,High,Normal,Few,Cheap
2495,72,4,Святошинський,2362,1,classic,38909,Large,Low,Normal,Few,Normal
2496,93,4,Соломянський,1754,2,old,48460,Large,Low,Normal,Normal,Normal
2497,71,12,Святошинський,3484,3,classic,70552,Large,Normal,Far,Normal,Expensive
2498,97,10,Деснянський,2951,2,new,50314,Large,Normal,Far,Normal,Expensive
2499,83,13,Дніпровський,162,2,new,55129,Large,High,Near,Normal,Expensive
2500,71,6,Соломянський,1135,2,old,79052,Large,Normal,Normal,Normal,Expensive
2501,81,9,Соломянський,1982,2,classic,16570,Large,Normal,Normal,Normal,Cheap
2502,84,5,Печерський,4848,2,fashion,59960,Large,Normal,Far,Normal,Expensive
2503,31,15,Голосіївський,1203,2,new,50036,Small,High,Normal,Normal,Expensive
2504,81,5,Святошинський,4682,2,classic,98591,Large,Normal,Far,Normal,Expensive
2505,72,1,Дарницький,2239,2,classic,25747,Large,Low,Normal,Normal,Cheap
2506,73,17,Святошинський,470,2,old,12474,Large,High,Near,Normal,Cheap
2507,73,10,Святошинський,3540,2,old,13700,Large,Normal,Far,Normal,Cheap
2508,93,13,Дарницький,2238,1,new,11131,Large,High,Normal,Few,Cheap
2509,76,2,Деснянський,314,3,old,11767,Large,Low,Near,Normal,Cheap
2510,51,22,Деснянський,1510,3,classic,49660,Normal,High,Normal,Normal,Normal
2511,50,18,Святошинський,4199,2,fashion,72715,Normal,High,Far,Normal,Expensive
2512,48,13,Шевченківський,1901,3,classic,21059,Normal,High,Normal,Normal,Cheap
2513,96,10,Печерський,594,3,fashion,91052,Large,Normal,Normal,Normal,Expensive
2514,56,24,Оболонський,4095,3,fashion,75876,Normal,High,Far,Normal,Expensive
2515,40,18,Печерський,3652,2,classic,38208,Normal,High,Far,Normal,Normal
2516,99,4,Дніпровський,2587,3,new,21944,Large,Low,Far,Normal,Cheap
2517,49,11,Голосіївський,3989,2,fashion,10213,Normal,Normal,Far,Normal,Cheap
2518,93,17,Соломянський,576,3,new,28298,Large,High,Normal,Normal,Cheap
2519,97,5,Деснянський,3137,1,old,67673,Large,Normal,Far,Few,Expensive
2520,99,6,Дарницький,3736,3,classic,58854,Large,Normal,Far,Normal,Expensive
2521,76,12,Святошинський,1591,3,fashion,79394,Large,Normal,Normal,Normal,Expensive
2522,30,24,Дніпровський,2839,3,classic,31327,Small,High,Far,Normal,Normal
2523,86,6,Дніпровський,1671,2,new,25151,Large,Normal,Normal,Normal,Cheap
2524,91,7,Печерський,2818,1,old,75025,Large,Normal,Far,Few,Expensive
2525,27,7,Оболонський,2287,3,fashion,60436,Small,Normal,Normal,Normal,Expensive
2526,28,3,Голосіївський,3807,2,classic,73558,Small,Low,Far,Normal,Expensive
2527,75,11,Подільський,2682,2,fashion,13271,Large,Normal,Far,Normal,Cheap
2528,88,6,Святошинський,1178,3,fashion,47341,Large,Normal,Normal,Normal,Normal
2529,31,4,Подільський,2851,1,new,95780,Small,Low,Far,Few,Expensive
2530,68,24,Шевченківський,4065,3,old,24618,Large,High,Far,Normal,Cheap
2531,86,7,Соломянський,2840,1,new,75747,Large,Normal,Far,Few,Expensive
2532,43,3,Печерський,2605,3,fashion,61672,Normal,Low,Far,Normal,Expensive
2533,24,12,Святошинський,452,3,old,99182,Small,Normal,Near,Normal,Expensive
2534,99,8,Шевченківський,472,2,old,36559,Large,Normal,Near,Normal,Normal
2535,76,14,Подільський,588,3,classic,86276,Large,High,Normal,Normal,Expensive
2536,82,15,Деснянський,2109,1,fashion,40531,Large,High,Normal,Few,Normal
2537,87,13,Соломянський,106,2,old,62735,Large,High,Near,Normal,Expensive
2538,84,20,Подільський,320,3,classic,16360,Large,High,Near,Normal,Cheap
2539,43,1,Соломянський,1670,3,fashion,19551,Normal,Low,Normal,Normal,Cheap
2540,41,8,Соломянський,3524,3,classic,12311,Normal,Normal,Far,Normal,Cheap
2541,51,6,Оболонський,4862,2,new,50091,Normal,Normal,Far,Normal,Expensive
2542,26,5,Святошинський,1540,3,old,90496,Small,Normal,Normal,Normal,Expensive
2543,44,10,Дарницький,2072,3,classic,45992,Normal,Normal,Normal,Normal,Normal
2544,95,9,Голосіївський,2503,3,old,18910,Large,Normal,Far,Normal,Cheap
2545,24,24,Соломянський,1299,3,old,20766,Small,High,Normal,Normal,Cheap
2546,59,13,Подільський,1473,2,classic,57017,Normal,High,Normal,Normal,Expensive
2547,89,3,Дарницький,3116,3,new,14112,Large,Low,Far,Normal,Cheap
2548,56,6,Шевченківський,1398,3,old,55806,Normal,Normal,Normal,Normal,Expensive
2549,68,8,Дніпровський,1870,1,fashion,85035,Large,Normal,Normal,Few,Expensive
2550,76,12,Шевченківський,148,3,new,67045,Large,Normal,Near,Normal,Expensive
2551,67,14,Оболонський,2102,1,classic,51049,Large,High,Normal,Few,Expensive
2552,34,9,Дніпровський,2850,2,old,57078,Small,Normal,Far,Normal,Expensive
2553,88,5,Шевченківський,3978,2,classic,16518,Large,Normal,Far,Normal,Cheap
2554,29,23,Оболонський,715,3,classic,62223,Small,High,Normal,Normal,Expensive
2555,69,24,Деснянський,2859,1,new,64734,Large,High,Far,Few,Expensive
2556,85,1,Шевченківський,3732,2,classic,58087,Large,Low,Far,Normal,Expensive
2557,65,5,Оболонський,4182,3,old,80827,Normal,Normal,Far,Normal,Expensive
2558,24,1,Дарницький,4253,1,fashion,10751,Small,Low,Far,Few,Cheap
2559,36,16,Оболонський,3390,3,old,52122,Normal,High,Far,Normal,Expensive
2560,69,18,Печерський,327,1,new,23240,Large,High,Near,Few,Cheap
2561,22,8,Деснянський,3293,2,classic,89463,Small,Normal,Far,Normal,Expensive
2562,29,24,Дніпровський,1656,1,new,53833,Small,High,Normal,Few,Expensive
2563,44,24,Подільський,3605,2,fashion,87180,Normal,High,Far,Normal,Expensive
2564,24,22,Святошинський,2321,3,new,90687,Small,High,Normal,Normal,Expensive
2565,20,18,Голосіївський,4136,3,classic,18138,Small,High,Far,Normal,Cheap
2566,48,9,Деснянський,2194,2,fashion,99872,Normal,Normal,Normal,Normal,Expensive
2567,82,13,Дарницький,4047,2,fashion,26591,Large,High,Far,Normal,Cheap
2568,52,12,Голосіївський,3542,1,old,81813,Normal,Normal,Far,Few,Expensive
2569,58,12,Печерський,470,3,new,11317,Normal,Normal,Near,Normal,Cheap
2570,33,23,Подільський,3561,3,old,38527,Small,High,Far,Normal,Normal
2571,38,18,Соломянський,1182,2,classic,98724,Normal,High,Normal,Normal,Expensive
2572,62,4,Оболонський,538,1,fashion,33016,Normal,Low,Normal,Few,Normal
2573,36,11,Святошинський,1619,3,old,20922,Normal,Normal,Normal,Normal,Cheap
2574,77,24,Деснянський,3431,2,classic,12242,Large,High,Far,Normal,Cheap
2575,83,1,Оболонський,4284,1,new,96853,Large,Low,Far,Few,Expensive
2576,45,3,Святошинський,124,1,old,80254,Normal,Low,Near,Few,Expensive
2577,89,6,Дніпровський,390,3,fashion,69847,Large,Normal,Near,Normal,Expensive
2578,78,14,Святошинський,3687,3,new,75895,Large,High,Far,Normal,Expensive
2579,95,12,Подільський,1800,1,old,20383,Large,Normal,Normal,Few,Cheap
2580,33,15,Соломянський,3956,2,fashion,81288,Small,High,Far,Normal,Expensive
2581,90,1,Шевченківський,2961,3,classic,96467,Large,Low,Far,Normal,Expensive
2582,83,7,Деснянський,4328,2,old,21410,Large,Normal,Far,Normal,Cheap
2583,64,19,Оболонський,1856,1,new,62048,Normal,High,Normal,Few,Expensive
2584,31,18,Подільський,763,1,fashion,98858,Small,High,Normal,Few,Expensive
2585,29,3,Дарницький,3198,3,fashion,52194,Small,Low,Far,Normal,Expensive
2586,99,15,Оболонський,1347,1,classic,51459,Large,High,Normal,Few,Expensive
2587,65,22,Голосіївський,1772,2,fashion,28092,Normal,High,Normal,Normal,Cheap
2588,22,21,Оболонський,3678,2,new,96426,Small,High,Far,Normal,Expensive
2589,98,13,Подільський,2517,2,new,70911,Large,High,Far,Normal,Expensive
2590,78,14,Голосіївський,572,2,new,58989,Large,High,Normal,Normal,Expensive
2591,38,24,Печерський,3753,1,classic,90205,Normal,High,Far,Few,Expensive
2592,95,5,Печерський,3231,3,new,69137,Large,Normal,Far,Normal,Expensive
2593,87,2,Дарницький,2688,1,old,21360,Large,Low,Far,Few,Cheap
2594,37,15,Дніпровський,1994,2,fashion,46670,Normal,High,Normal,Normal,Normal
2595,93,20,Святошинський,2526,2,new,16034,Large,High,Far,Normal,Cheap
2596,51,14,Дарницький,991,2,new,20970,Normal,High,Normal,Normal,Cheap
2597,62,14,Деснянський,2667,3,old,92909,Normal,High,Far,Normal,Expensive
2598,55,16,Голосіївський,2207,1,old,29351,Normal,High,Normal,Few,Cheap
2599,41,23,Подільський,659,2,old,24948,Normal,High,Normal,Normal,Cheap
2600,94,21,Голосіївський,1025,2,new,41365,Large,High,Normal,Normal,Normal
2601,72,17,Соломянський,157,2,old,89637,Large,High,Near,Normal,Expensive
2602,66,2,Печерський,4843,2,classic,80191,Large,Low,Far,Normal,Expensive
2603,95,18,Шевченківський,4426,3,fashion,99913,Large,High,Far,Normal,Expensive
2604,90,8,Деснянський,1495,2,old,47443,Large,Normal,Normal,Normal,Normal
2605,89,19,Голосіївський,1148,2,classic,19410,Large,High,Normal,Normal,Cheap
2606,85,20,Подільський,3825,2,fashion,47838,Large,High,Far,Normal,Normal
2607,21,16,Соломянський,1711,2,new,16412,Small,High,Normal,Normal,Cheap
2608,68,22,Шевченківський,3558,1,fashion,98660,Large,High,Far,Few,Expensive
2609,24,19,Печерський,818,2,classic,73131,Small,High,Normal,Normal,Expensive
2610,90,10,Шевченківський,3925,2,fashion,65086,Large,Normal,Far,Normal,Expensive
2611,22,7,Соломянський,351,2,old,89224,Small,Normal,Near,Normal,Expensive
2612,86,24,Голосіївський,1416,1,classic,33464,Large,High,Normal,Few,Normal
2613,20,21,Шевченківський,1977,1,new,95540,Small,High,Normal,Few,Expensive
2614,48,18,Оболонський,754,3,fashion,54551,Normal,High,Normal,Normal,Expensive
2615,38,1,Печерський,597,1,new,97640,Normal,Low,Normal,Few,Expensive
2616,38,24,Деснянський,1028,1,new,18119,Normal,High,Normal,Few,Cheap
2617,56,20,Дарницький,3182,2,classic,94283,Normal,High,Far,Normal,Expensive
2618,95,22,Деснянський,4912,2,classic,56933,Large,High,Far,Normal,Expensive
2619,83,6,Дарницький,1992,2,new,56575,Large,Normal,Normal,Normal,Expensive
2620,85,3,Печерський,3090,2,classic,37197,Large,Low,Far,Normal,Normal
2621,21,21,Голосіївський,458,2,fashion,27546,Small,High,Near,Normal,Cheap
2622,47,11,Дарницький,1440,2,old,36560,Normal,Normal,Normal,Normal,Normal
2623,60,4,Дніпровський,1812,2,new,81135,Normal,Low,Normal,Normal,Expensive
2624,82,1,Голосіївський,4548,1,classic,97779,Large,Low,Far,Few,Expensive
2625,97,1,Дарницький,1728,3,new,99202,Large,Low,Normal,Normal,Expensive
2626,43,11,Голосіївський,1695,3,new,32583,Normal,Normal,Normal,Normal,Normal
2627,85,24,Печерський,2034,3,old,73168,Large,High,Normal,Normal,Expensive
2628,49,24,Голосіївський,3717,3,new,96595,Normal,High,Far,Normal,Expensive
2629,67,11,Дарницький,1526,3,new,12161,Large,Normal,Normal,Normal,Cheap
2630,96,21,Печерський,1355,2,classic,44395,Large,High,Normal,Normal,Normal
2631,46,7,Соломянський,1204,1,old,74486,Normal,Normal,Normal,Few,Expensive
2632,78,4,Печерський,2681,2,fashion,82740,Large,Low,Far,Normal,Expensive
2633,69,2,Печерський,1594,3,old,74223,Large,Low,Normal,Normal,Expensive
2634,35,11,Подільський,1808,1,classic,61503,Small,Normal,Normal,Few,Expensive
2635,57,4,Печерський,2544,3,new,73351,Normal,Low,Far,Normal,Expensive
2636,42,2,Дарницький,249,1,new,78408,Normal,Low,Near,Few,Expensive
2637,90,19,Соломянський,4355,2,fashion,69311,Large,High,Far,Normal,Expensive
2638,28,23,Святошинський,962,1,old,90297,Small,High,Normal,Few,Expensive
2639,38,4,Дніпровський,1501,2,classic,70617,Normal,Low,Normal,Normal,Expensive
2640,64,5,Оболонський,814,2,old,53174,Normal,Normal,Normal,Normal,Expensive
2641,66,2,Дніпровський,2865,3,new,52157,Large,Low,Far,Normal,Expensive
2642,40,22,Шевченківський,3771,2,fashion,25462,Normal,High,Far,Normal,Cheap
2643,62,8,Соломянський,4453,3,old,30701,Normal,Normal,Far,Normal,Normal
2644,56,5,Святошинський,3436,2,fashion,36460,Normal,Normal,Far,Normal,Normal
2645,96,5,Соломянський,596,3,fashion,24438,Large,Normal,Normal,Normal,Cheap
2646,71,5,Дніпровський,1863,2,fashion,29032,Large,Normal,Normal,Normal,Cheap
2647,90,8,Голосіївський,3464,1,fashion,29208,Large,Normal,Far,Few,Cheap
2648,30,10,Соломянський,2786,2,old,67961,Small,Normal,Far,Normal,Expensive
2649,85,16,Подільський,2349,1,classic,21474,Large,High,Normal,Few,Cheap
2650,46,2,Дарницький,4872,2,fashion,98216,Normal,Low,Far,Normal,Expensive
2651,37,6,Соломянський,3821,3,fashion,76526,Normal,Normal,Far,Normal,Expensive
2652,27,23,Деснянський,3123,3,fashion,32594,Small,High,Far,Normal,Normal
2653,99,15,Шевченківський,2129,3,new,44923,Large,High,Normal,Normal,Normal
2654,52,24,Оболонський,4277,2,new,16805,Normal,High,Far,Normal,Cheap
2655,77,4,Оболонський,699,3,classic,71492,Large,Low,Normal,Normal,Expensive
2656,99,7,Соломянський,302,2,classic,20644,Large,Normal,Near,Normal,Cheap
2657,36,8,Соломянський,797,1,old,32614,Normal,Normal,Normal,Few,Normal
2658,43,5,Печерський,652,1,old,70268,Normal,Normal,Normal,Few,Expensive
2659,57,10,Дніпровський,4000,3,classic,50005,Normal,Normal,Far,Normal,Expensive
2660,22,18,Печерський,1624,2,fashion,38747,Small,High,Normal,Normal,Normal
2661,24,9,Оболонський,2844,3,new,56016,Small,Normal,Far,Normal,Expensive
2662,76,4,Святошинський,580,1,old,25005,Large,Low,Normal,Few,Cheap
2663,39,7,Печерський,1385,2,classic,96797,Normal,Normal,Normal,Normal,Expensive
2664,94,5,Деснянський,1842,2,classic,64478,Large,Normal,Normal,Normal,Expensive
2665,29,2,Подільський,137,1,old,15123,Small,Low,Near,Few,Cheap
2666,61,19,Подільський,3540,2,classic,42494,Normal,High,Far,Normal,Normal
2667,86,15,Дніпровський,3779,1,fashion,68740,Large,High,Far,Few,Expensive
2668,68,23,Дніпровський,2634,1,new,96729,Large,High,Far,Few,Expensive
2669,36,15,Соломянський,3967,2,classic,75098,Normal,High,Far,Normal,Expensive
2670,42,5,Святошинський,287,1,new,91756,Normal,Normal,Near,Few,Expensive
2671,96,13,Святошинський,1406,2,fashion,50749,Large,High,Normal,Normal,Expensive
2672,81,10,Деснянський,898,3,old,37718,Large,Normal,Normal,Normal,Normal
2673,88,17,Печерський,3343,2,old,30278,Large,High,Far,Normal,Normal
2674,87,1,Деснянський,479,3,old,83436,Large,Low,Near,Normal,Expensive
2675,26,20,Святошинський,2885,1,classic,17214,Small,High,Far,Few,Cheap
2676,72,7,Деснянський,468,2,classic,92474,Large,Normal,Near,Normal,Expensive
2677,85,5,Дарницький,790,2,classic,13694,Large,Normal,Normal,Normal,Cheap
2678,97,21,Святошинський,4405,1,new,85554,Large,High,Far,Few,Expensive
2679,85,4,Соломянський,4191,1,classic,79587,Large,Low,Far,Few,Expensive
2680,45,15,Святошинський,4953,1,classic,44253,Normal,High,Far,Few,Normal
2681,63,3,Дніпровський,1268,1,new,52028,Normal,Low,Normal,Few,Expensive
2682,40,19,Соломянський,2608,3,new,35143,Normal,High,Far,Normal,Normal
2683,58,17,Деснянський,2237,3,old,38805,Normal,High,Normal,Normal,Normal
2684,68,15,Деснянський,644,1,old,45522,Large,High,Normal,Few,Normal
2685,83,16,Дніпровський,1472,1,old,35693,Large,High,Normal,Few,Normal
2686,53,16,Святошинський,3251,2,new,57279,Normal,High,Far,Normal,Expensive
2687,32,18,Шевченківський,964,3,fashion,55737,Small,High,Normal,Normal,Expensive
2688,59,19,Печерський,2889,3,fashion,55939,Normal,High,Far,Normal,Expensive
2689,72,11,Оболонський,4997,1,fashion,10636,Large,Normal,Far,Few,Cheap
2690,39,23,Печерський,3305,2,fashion,34248,Normal,High,Far,Normal,Normal
2691,59,22,Святошинський,3075,1,old,79981,Normal,High,Far,Few,Expensive
2692,29,22,Соломянський,545,2,old,35471,Small,High,Normal,Normal,Normal
2693,46,13,Оболонський,1434,1,fashion,31120,Normal,High,Normal,Few,Normal
2694,98,10,Шевченківський,3879,2,fashion,82745,Large,Normal,Far,Normal,Expensive
2695,59,1,Святошинський,1011,1,new,40090,Normal,Low,Normal,Few,Normal
2696,35,24,Соломянський,2931,2,fashion,47711,Small,High,Far,Normal,Normal
2697,75,16,Соломянський,4832,1,fashion,44540,Large,High,Far,Few,Normal
2698,25,18,Деснянський,1302,2,classic,54466,Small,High,Normal,Normal,Expensive
2699,61,8,Соломянський,1242,2,classic,18303,Normal,Normal,Normal,Normal,Cheap
2700,57,3,Соломянський,1100,1,fashion,35362,Normal,Low,Normal,Few,Normal
2701,92,6,Дарницький,229,2,classic,43174,Large,Normal,Near,Normal,Normal
2702,88,21,Дніпровський,3068,1,new,32860,Large,High,Far,Few,Normal
2703,47,15,Оболонський,573,3,new,37843,Normal,High,Normal,Normal,Normal
2704,55,14,Дарницький,127,1,old,75753,Normal,High,Near,Few,Expensive
2705,44,23,Соломянський,2414,2,old,14942,Normal,High,Normal,Normal,Cheap
2706,39,23,Оболонський,4695,2,fashion,87045,Normal,High,Far,Normal,Expensive
2707,42,12,Оболонський,4433,2,fashion,39820,Normal,Normal,Far,Normal,Normal
2708,71,4,Голосіївський,2980,3,old,32965,Large,Low,Far,Normal,Normal
2709,34,3,Шевченківський,1427,2,old,61899,Small,Low,Normal,Normal,Expensive
2710,49,20,Голосіївський,708,3,classic,24317,Normal,High,Normal,Normal,Cheap
2711,20,16,Соломянський,3299,3,new,88575,Small,High,Far,Normal,Expensive
2712,86,6,Святошинський,293,2,old,97438,Large,Normal,Near,Normal,Expensive
2713,58,3,Оболонський,1399,3,classic,53172,Normal,Low,Normal,Normal,Expensive
2714,73,4,Дніпровський,450,2,new,24296,Large,Low,Near,Normal,Cheap
2715,96,22,Дарницький,308,2,classic,23688,Large,High,Near,Normal,Cheap
2716,49,5,Подільський,2437,3,new,69700,Normal,Normal,Normal,Normal,Expensive
2717,22,15,Дніпровський,3809,3,new,82021,Small,High,Far,Normal,Expensive
2718,78,20,Дарницький,3172,1,fashion,71048,Large,High,Far,Few,Expensive
2719,46,24,Соломянський,741,2,old,88143,Normal,High,Normal,Normal,Expensive
2720,67,5,Дніпровський,2499,3,classic,38732,Large,Normal,Normal,Normal,Normal
2721,42,9,Деснянський,4548,2,old,65263,Normal,Normal,Far,Normal,Expensive
2722,90,9,Голосіївський,859,3,new,32763,Large,Normal,Normal,Normal,Normal
2723,49,19,Святошинський,621,2,new,29285,Normal,High,Normal,Normal,Cheap
2724,35,1,Оболонський,1594,2,fashion,84978,Small,Low,Normal,Normal,Expensive
2725,32,12,Святошинський,2711,1,new,90819,Small,Normal,Far,Few,Expensive
2726,71,8,Святошинський,2222,3,old,49427,Large,Normal,Normal,Normal,Normal
2727,62,23,Деснянський,1458,3,old,47166,Normal,High,Normal,Normal,Normal
2728,25,4,Печерський,3099,3,classic,19064,Small,Low,Far,Normal,Cheap
2729,72,23,Дарницький,2527,3,old,64331,Large,High,Far,Normal,Expensive
2730,39,23,Оболонський,396,2,fashion,19171,Normal,High,Near,Normal,Cheap
2731,98,24,Подільський,3836,3,old,18285,Large,High,Far,Normal,Cheap
2732,34,14,Голосіївський,1034,3,fashion,69292,Small,High,Normal,Normal,Expensive
2733,68,4,Деснянський,3869,1,fashion,51145,Large,Low,Far,Few,Expensive
2734,89,17,Дарницький,1533,2,fashion,98050,Large,High,Normal,Normal,Expensive
2735,30,17,Святошинський,3655,2,fashion,72277,Small,High,Far,Normal,Expensive
2736,73,20,Подільський,3055,2,fashion,93701,Large,High,Far,Normal,Expensive
2737,68,20,Соломянський,915,1,classic,35011,Large,High,Normal,Few,Normal
2738,93,9,Деснянський,3720,3,classic,99841,Large,Normal,Far,Normal,Expensive
2739,33,22,Шевченківський,1992,1,old,28346,Small,High,Normal,Few,Cheap
2740,60,1,Голосіївський,2927,2,new,74686,Normal,Low,Far,Normal,Expensive
2741,57,24,Соломянський,1565,1,old,68292,Normal,High,Normal,Few,Expensive
2742,21,17,Соломянський,130,3,new,52695,Small,High,Near,Normal,Expensive
2743,45,22,Дніпровський,2755,1,fashion,66339,Normal,High,Far,Few,Expensive
2744,86,24,Шевченківський,4332,2,new,10529,Large,High,Far,Normal,Cheap
2745,25,15,Голосіївський,2774,2,fashion,32755,Small,High,Far,Normal,Normal
2746,76,4,Дніпровський,4660,2,classic,58417,Large,Low,Far,Normal,Expensive
2747,47,7,Шевченківський,3190,3,old,69757,Normal,Normal,Far,Normal,Expensive
2748,42,16,Дніпровський,2947,3,classic,97313,Normal,High,Far,Normal,Expensive
2749,99,23,Шевченківський,2361,1,new,31359,Large,High,Normal,Few,Normal
2750,65,18,Подільський,3132,1,old,77750,Normal,High,Far,Few,Expensive
2751,73,15,Оболонський,4473,2,classic,23749,Large,High,Far,Normal,Cheap
2752,95,5,Святошинський,1911,1,old,46927,Large,Normal,Normal,Few,Normal
2753,67,23,Печерський,2961,1,fashion,45737,Large,High,Far,Few,Normal
2754,58,9,Оболонський,1699,1,classic,42354,Normal,Normal,Normal,Few,Normal
2755,24,4,Святошинський,3936,1,classic,42883,Small,Low,Far,Few,Normal
2756,62,22,Дніпровський,3265,3,new,43263,Normal,High,Far,Normal,Normal
2757,25,10,Дарницький,1198,3,fashion,76031,Small,Normal,Normal,Normal,Expensive
2758,75,4,Дніпровський,2979,1,new,18049,Large,Low,Far,Few,Cheap
2759,36,10,Дніпровський,2356,2,old,82761,Normal,Normal,Normal,Normal,Expensive
2760,28,8,Шевченківський,4715,3,old,57412,Small,Normal,Far,Normal,Expensive
2761,58,3,Святошинський,2158,2,fashion,39309,Normal,Low,Normal,Normal,Normal
2762,22,22,Подільський,2358,3,fashion,60133,Small,High,Normal,Normal,Expensive
2763,96,14,Святошинський,3578,2,fashion,51133,Large,High,Far,Normal,Expensive
2764,50,8,Оболонський,4564,1,new,58948,Normal,Normal,Far,Few,Expensive
2765,98,23,Шевченківський,125,2,new,74168,Large,High,Near,Normal,Expensive
2766,60,2,Шевченківський,2342,3,classic,92564,Normal,Low,Normal,Normal,Expensive
2767,85,17,Соломянський,2474,1,classic,54971,Large,High,Normal,Few,Expensive
2768,72,2,Дніпровський,944,1,fashion,45379,Large,Low,Normal,Few,Normal
2769,98,11,Голосіївський,2855,2,fashion,60192,Large,Normal,Far,Normal,Expensive
2770,72,17,Святошинський,1215,3,new,91620,Large,High,Normal,Normal,Expensive
2771,88,12,Святошинський,2921,2,old,31814,Large,Normal,Far,Normal,Normal
2772,49,18,Оболонський,1866,1,new,29753,Normal,High,Normal,Few,Cheap
2773,37,24,Печерський,1568,2,fashion,33967,Normal,High,Normal,Normal,Normal
2774,28,6,Шевченківський,4988,3,new,66678,Small,Normal,Far,Normal,Expensive
2775,96,9,Шевченківський,3821,3,fashion,92027,Large,Normal,Far,Normal,Expensive
2776,38,24,Дніпровський,179,2,new,73422,Normal,High,Near,Normal,Expensive
2777,31,24,Голосіївський,2685,1,fashion,10863,Small,High,Far,Few,Cheap
2778,67,8,Святошинський,1786,3,new,62603,Large,Normal,Normal,Normal,Expensive
2779,94,4,Соломянський,3803,1,fashion,43158,Large,Low,Far,Few,Normal
2780,57,23,Шевченківський,1485,3,old,98382,Normal,High,Normal,Normal,Expensive
2781,31,15,Голосіївський,3831,1,new,31872,Small,High,Far,Few,Normal
2782,67,19,Соломянський,1782,3,fashion,25715,Large,High,Normal,Normal,Cheap
2783,66,17,Святошинський,4132,2,fashion,84535,Large,High,Far,Normal,Expensive
2784,71,10,Дніпровський,2209,2,new,84332,Large,Normal,Normal,Normal,Expensive
2785,79,22,Печерський,2883,3,classic,27418,Large,High,Far,Normal,Cheap
2786,95,4,Голосіївський,2933,2,classic,91982,Large,Low,Far,Normal,Expensive
2787,97,22,Дніпровський,1383,1,fashion,64548,Large,High,Normal,Few,Expensive
2788,31,2,Печерський,4468,3,new,49843,Small,Low,Far,Normal,Normal
2789,24,8,Шевченківський,1257,2,old,97621,Small,Normal,Normal,Normal,Expensive
2790,79,7,Голосіївський,1549,1,new,57740,Large,Normal,Normal,Few,Expensive
2791,69,23,Печерський,1312,2,classic,36039,Large,High,Normal,Normal,Normal
2792,45,5,Подільський,1327,3,classic,82384,Normal,Normal,Normal,Normal,Expensive
2793,98,7,Святошинський,758,3,classic,10686,Large,Normal,Normal,Normal,Cheap
2794,84,9,Оболонський,4565,2,old,51747,Large,Normal,Far,Normal,Expensive
2795,49,20,Оболонський,642,2,fashion,31222,Normal,High,Normal,Normal,Normal
2796,61,17,Дарницький,3829,2,classic,19707,Normal,High,Far,Normal,Cheap
2797,57,19,Печерський,758,1,new,96272,Normal,High,Normal,Few,Expensive
2798,23,12,Святошинський,1423,1,classic,76985,Small,Normal,Normal,Few,Expensive
2799,39,16,Голосіївський,2806,3,old,82212,Normal,High,Far,Normal,Expensive
2800,82,16,Голосіївський,3789,1,old,20755,Large,High,Far,Few,Cheap
2801,49,12,Голосіївський,4166,3,old,60255,Normal,Normal,Far,Normal,Expensive
2802,98,9,Подільський,1964,3,classic,37827,Large,Normal,Normal,Normal,Normal
2803,85,23,Соломянський,1583,3,fashion,53554,Large,High,Normal,Normal,Expensive
2804,33,16,Шевченківський,1559,2,fashion,41893,Small,High,Normal,Normal,Normal
2805,67,11,Соломянський,787,1,fashion,41604,Large,Normal,Normal,Few,Normal
2806,68,19,Голосіївський,855,2,fashion,81451,Large,High,Normal,Normal,Expensive
2807,95,1,Деснянський,2994,2,old,70123,Large,Low,Far,Normal,Expensive
2808,36,22,Деснянський,1010,3,classic,90856,Normal,High,Normal,Normal,Expensive
2809,24,21,Печерський,3635,1,fashion,73750,Small,High,Far,Few,Expensive
2810,39,3,Оболонський,2371,1,classic,38654,Normal,Low,Normal,Few,Normal
2811,51,11,Подільський,1223,2,old,65026,Normal,Normal,Normal,Normal,Expensive
2812,94,6,Соломянський,4465,2,fashion,58365,Large,Normal,Far,Normal,Expensive
